nb_candidats_g,taux_de_reussite_g,taux_d_acces_6eme_3eme,nb_mentions_g,ips,ecart_type_de_l_ips
129,91.0,93.0,99,113.2,33.9
106,91.0,94.0,84,112.8,34.5
44,98.0,94.0,39,106.1,30.8
30,80.0,78.0,21,90.7,28.4
115,95.0,96.0,93,104.9,28.7
102,93.0,95.0,78,101.7,30.6
111,93.0,89.0,86,107.7,31.1
31,100.0,67.0,31,108.3,26.5
112,92.0,99.0,84,110.3,31.0
62,84.0,89.0,43,92.1,26.2
91,79.0,87.0,55,93.6,30.2
135,76.0,87.0,79,89.9,31.9
92,91.0,91.0,73,92.7,30.9
125,87.0,89.0,91,104.9,33.2
113,96.0,94.0,91,108.7,29.8
143,86.0,92.0,105,116.2,33.2
183,99.0,89.0,173,113.8,34.6
157,87.0,91.0,102,103.5,32.7
190,86.0,94.0,131,108.1,33.4
93,91.0,98.0,72,109.3,34.5
114,94.0,90.0,96,92.6,32.7
45,80.0,84.0,19,92.7,23.8
69,99.0,68.0,63,120.4,30.2
85,100.0,90.0,79,116.6,29.8
133,92.0,95.0,104,107.3,33.4
121,93.0,96.0,97,103.1,32.3
53,81.0,79.0,31,76.2,20.4
95,83.0,93.0,55,86.5,31.2
113,99.0,80.0,106,112.8,30.6
39,87.0,58.0,30,92.8,27.9
37,100.0,93.0,33,97.6,19.6
40,92.0,91.0,29,92.5,28.2
52,100.0,98.0,51,99.5,27.0
103,96.0,93.0,83,110.3,29.2
119,100.0,95.0,114,111.1,28.7
231,87.0,91.0,143,108.6,35.1
138,91.0,87.0,103,113.9,36.1
120,95.0,95.0,103,126.9,34.7
164,94.0,92.0,137,100.8,35.1
76,100.0,100.0,71,104.0,24.5
114,98.0,90.0,97,127.3,29.3
182,98.0,92.0,174,127.2,27.0
109,94.0,98.0,79,101.7,25.6
274,98.0,94.0,233,116.7,28.6
67,93.0,98.0,54,105.5,27.0
281,98.0,93.0,241,131.2,28.3
49,61.0,83.0,16,73.1,25.5
116,87.0,94.0,76,93.1,28.6
70,79.0,73.0,41,76.2,19.6
101,98.0,96.0,86,118.7,33.6
119,87.0,86.0,75,108.7,35.5
93,94.0,96.0,74,102.9,27.5
104,92.0,86.0,75,103.2,38.8
154,90.0,88.0,117,115.2,40.0
83,77.0,86.0,50,100.6,39.7
172,96.0,97.0,140,111.6,31.1
80,90.0,80.0,60,131.5,37.2
188,100.0,88.0,183,134.4,27.9
149,100.0,95.0,140,139.6,23.5
98,99.0,82.0,93,129.7,29.4
199,96.0,93.0,178,129.7,33.3
96,92.0,92.0,72,107.9,30.6
82,96.0,95.0,61,109.9,32.4
93,83.0,96.0,59,98.1,31.1
109,85.0,92.0,71,97.8,29.2
181,87.0,97.0,142,125.3,36.2
126,88.0,92.0,91,121.4,38.6
131,69.0,88.0,60,80.1,28.9
158,99.0,95.0,136,102.7,32.5
108,92.0,90.0,79,101.8,32.6
177,84.0,94.0,106,113.2,31.8
151,93.0,86.0,107,105.3,28.4
109,78.0,92.0,52,88.9,28.1
53,91.0,94.0,34,105.1,31.2
34,91.0,92.0,26,93.7,28.5
80,88.0,82.0,60,114.8,26.9
45,93.0,91.0,31,90.8,27.2
85,92.0,91.0,61,97.0,29.6
41,85.0,90.0,29,96.8,28.8
112,95.0,92.0,90,104.7,26.9
189,96.0,94.0,161,102.5,30.5
98,91.0,93.0,70,102.9,34.0
127,93.0,84.0,98,112.9,26.7
59,100.0,93.0,53,104.5,20.7
73,85.0,87.0,50,91.1,33.4
154,98.0,92.0,138,116.0,34.3
135,98.0,98.0,109,110.7,29.0
88,100.0,88.0,83,107.1,24.8
73,100.0,88.0,61,105.1,24.6
157,82.0,95.0,90,106.2,31.6
126,89.0,93.0,92,93.6,31.7
101,93.0,92.0,80,107.9,35.8
51,80.0,78.0,34,95.3,34.4
115,90.0,91.0,86,110.3,31.8
93,92.0,85.0,65,88.4,32.7
101,97.0,97.0,79,106.5,30.9
62,87.0,93.0,39,99.9,29.0
40,90.0,87.0,30,95.1,26.1
40,88.0,88.0,25,99.7,23.5
89,100.0,90.0,75,104.6,26.1
62,89.0,81.0,44,100.2,20.3
79,100.0,81.0,70,108.3,27.6
99,92.0,92.0,73,103.7,28.9
61,90.0,94.0,42,96.8,28.1
64,91.0,92.0,47,93.5,25.0
85,95.0,86.0,65,102.7,30.1
103,98.0,86.0,95,111.8,29.0
74,84.0,97.0,47,97.2,28.1
78,92.0,98.0,61,100.6,29.6
115,97.0,81.0,94,108.3,29.2
132,98.0,90.0,109,110.2,28.8
153,88.0,93.0,115,105.5,36.4
80,81.0,94.0,49,87.0,27.4
90,76.0,95.0,56,98.0,27.6
47,87.0,99.0,37,99.2,30.1
50,90.0,95.0,37,95.2,31.4
36,94.0,93.0,28,91.9,28.0
73,86.0,92.0,55,91.1,27.4
77,77.0,89.0,45,88.1,27.5
84,85.0,95.0,63,88.3,32.5
82,85.0,97.0,61,84.7,27.5
100,96.0,98.0,77,111.6,28.1
93,89.0,89.0,60,95.4,35.8
219,99.0,91.0,193,112.3,28.5
70,99.0,90.0,62,98.6,26.2
41,93.0,94.0,30,95.6,28.8
51,94.0,96.0,38,83.6,22.4
98,87.0,86.0,65,102.5,37.6
101,100.0,89.0,95,107.9,29.0
61,97.0,90.0,50,109.7,34.8
77,94.0,93.0,58,91.4,32.7
100,99.0,95.0,79,104.0,29.3
68,99.0,95.0,61,114.5,27.2
69,91.0,92.0,46,102.0,29.9
102,95.0,98.0,87,111.4,33.6
65,77.0,71.0,40,75.0,32.3
68,74.0,76.0,37,93.9,35.3
105,84.0,84.0,64,88.4,31.8
86,91.0,87.0,67,104.7,31.1
73,88.0,89.0,54,106.6,35.9
125,99.0,86.0,96,106.6,26.8
203,100.0,89.0,188,135.5,26.6
42,90.0,88.0,23,84.1,25.1
58,84.0,95.0,38,91.5,28.3
72,97.0,78.0,64,120.8,23.9
94,87.0,89.0,61,91.7,31.6
142,94.0,94.0,106,98.7,31.9
323,99.0,90.0,305,126.1,28.1
159,94.0,97.0,127,106.4,28.1
95,88.0,87.0,62,109.3,34.0
147,97.0,98.0,118,119.0,32.0
92,92.0,92.0,60,111.3,30.5
118,97.0,96.0,94,126.4,31.8
196,90.0,97.0,138,103.2,32.7
148,94.0,96.0,108,116.6,27.9
107,96.0,96.0,81,125.1,33.2
155,97.0,95.0,134,140.8,34.8
176,95.0,93.0,129,121.3,37.8
170,69.0,95.0,65,87.5,27.8
140,91.0,95.0,102,125.5,31.9
153,97.0,98.0,123,125.7,33.9
167,87.0,96.0,120,112.2,42.1
160,94.0,97.0,121,125.8,35.1
174,95.0,95.0,141,132.5,31.8
190,88.0,94.0,131,118.7,35.7
194,96.0,97.0,149,132.3,33.0
139,84.0,91.0,77,111.1,37.1
162,86.0,96.0,90,102.5,30.8
104,94.0,91.0,79,122.3,37.1
241,100.0,91.0,231,144.1,19.9
116,97.0,94.0,104,148.3,28.0
192,100.0,95.0,190,147.3,16.1
111,93.0,86.0,90,131.1,33.7
77,91.0,90.0,61,111.7,38.6
146,95.0,94.0,113,129.3,31.2
82,89.0,91.0,48,74.1,22.7
118,75.0,91.0,53,82.3,25.8
127,94.0,91.0,89,107.2,33.3
136,99.0,92.0,125,139.9,23.4
120,100.0,91.0,120,144.0,18.9
98,99.0,92.0,88,134.1,29.1
138,90.0,90.0,101,116.5,33.0
105,90.0,90.0,78,98.0,27.0
122,77.0,95.0,61,72.7,20.8
35,97.0,95.0,29,84.2,22.7
132,98.0,97.0,103,110.4,31.6
38,100.0,96.0,34,93.1,26.5
129,92.0,88.0,100,115.7,33.0
61,98.0,94.0,48,95.4,24.3
154,88.0,83.0,112,124.3,36.4
172,97.0,95.0,144,114.8,31.7
117,93.0,89.0,92,94.8,32.6
94,82.0,89.0,57,89.4,26.3
142,92.0,90.0,96,91.8,34.2
90,92.0,88.0,58,68.0,16.7
106,77.0,89.0,69,109.1,36.4
99,96.0,97.0,88,109.8,32.3
58,100.0,84.0,51,106.9,26.3
50,100.0,85.0,45,104.3,27.0
100,82.0,93.0,57,81.0,26.0
108,99.0,89.0,99,119.8,27.4
65,80.0,91.0,44,87.1,27.4
100,90.0,86.0,71,97.8,33.8
70,91.0,95.0,55,91.0,29.4
80,84.0,93.0,52,86.9,26.3
75,97.0,78.0,66,88.7,26.5
111,90.0,92.0,84,102.4,30.2
176,88.0,88.0,119,106.3,35.5
50,98.0,77.0,37,104.1,23.7
36,100.0,72.0,33,121.6,28.0
41,78.0,86.0,20,112.3,28.5
146,87.0,93.0,96,89.9,30.9
90,91.0,86.0,63,89.9,31.3
128,80.0,92.0,79,97.9,26.6
113,94.0,87.0,82,108.6,35.1
123,88.0,96.0,91,105.1,31.2
140,84.0,86.0,94,88.2,32.0
221,77.0,88.0,125,94.2,38.4
77,100.0,89.0,70,106.0,26.3
145,80.0,88.0,90,93.9,29.3
290,92.0,87.0,222,96.7,35.2
134,93.0,94.0,114,108.2,34.8
128,85.0,90.0,82,98.6,33.2
51,92.0,76.0,40,103.1,24.8
165,85.0,93.0,93,104.9,31.8
57,88.0,87.0,43,106.1,32.3
226,85.0,92.0,144,111.4,29.5
170,94.0,92.0,121,100.2,30.1
100,92.0,95.0,70,117.9,32.8
37,84.0,86.0,18,109.1,32.4
82,100.0,87.0,77,134.7,26.0
133,83.0,90.0,92,114.2,36.4
207,86.0,89.0,115,91.6,28.8
163,81.0,90.0,88,90.0,29.0
145,90.0,88.0,87,82.1,29.1
195,95.0,93.0,142,91.6,28.1
107,87.0,80.0,67,92.5,29.0
197,87.0,90.0,120,107.8,34.7
79,91.0,95.0,52,100.0,33.0
165,90.0,95.0,114,108.5,31.3
140,99.0,94.0,133,111.0,32.0
143,85.0,97.0,84,109.0,32.4
149,95.0,97.0,116,107.4,28.4
123,84.0,91.0,75,110.6,32.3
119,100.0,89.0,107,118.7,28.1
147,84.0,86.0,102,88.1,32.4
110,94.0,92.0,93,97.4,30.7
98,79.0,80.0,52,92.0,37.4
171,92.0,92.0,128,97.0,32.5
60,95.0,82.0,47,108.6,25.3
115,82.0,93.0,72,91.5,29.3
121,83.0,89.0,75,86.7,38.5
96,83.0,92.0,66,90.7,30.6
109,83.0,82.0,69,73.3,23.3
190,98.0,94.0,151,118.9,27.8
70,94.0,90.0,51,91.0,29.4
201,94.0,92.0,163,103.8,32.1
144,99.0,95.0,122,110.1,29.3
117,94.0,96.0,93,99.7,25.9
146,100.0,92.0,135,120.4,28.7
90,93.0,95.0,68,103.7,28.0
209,85.0,94.0,142,95.1,31.2
127,98.0,94.0,112,106.0,34.6
114,92.0,95.0,79,99.7,25.9
309,99.0,97.0,286,107.8,29.3
215,98.0,96.0,190,105.9,27.3
170,100.0,95.0,153,116.1,28.1
91,99.0,95.0,77,105.4,30.4
97,86.0,89.0,70,107.2,27.5
88,86.0,90.0,57,99.9,28.1
137,95.0,88.0,108,122.3,38.9
111,89.0,94.0,85,113.0,29.4
184,80.0,85.0,124,113.2,36.6
75,100.0,92.0,70,126.5,28.5
38,95.0,96.0,27,102.1,29.6
189,83.0,92.0,120,120.7,37.1
87,80.0,85.0,45,87.2,27.4
32,100.0,87.0,31,127.2,26.4
128,90.0,91.0,89,90.7,30.9
144,82.0,88.0,61,87.7,27.3
56,84.0,96.0,37,99.8,29.5
68,85.0,91.0,48,92.5,29.0
80,100.0,88.0,71,118.7,27.8
90,91.0,87.0,52,94.4,32.5
84,87.0,97.0,53,97.3,31.6
161,95.0,88.0,132,106.9,35.2
107,93.0,93.0,81,99.5,32.8
82,83.0,95.0,51,100.4,29.6
95,87.0,94.0,74,102.7,28.5
157,83.0,90.0,97,101.5,38.6
49,96.0,100.0,35,103.5,29.6
114,79.0,90.0,69,84.5,28.5
133,96.0,95.0,96,99.2,29.2
58,79.0,92.0,29,87.8,32.6
72,92.0,98.0,56,107.8,34.4
131,93.0,97.0,106,109.1,37.2
76,79.0,89.0,46,70.1,24.8
152,93.0,90.0,105,109.2,37.5
177,94.0,96.0,144,126.7,33.9
168,95.0,87.0,115,93.8,28.9
200,80.0,91.0,90,82.0,26.6
141,88.0,95.0,93,101.2,35.2
115,90.0,95.0,74,84.6,27.5
136,88.0,96.0,96,108.7,33.9
150,92.0,90.0,105,92.2,29.9
143,100.0,90.0,138,133.9,26.7
96,100.0,94.0,90,133.0,24.7
176,93.0,95.0,137,133.8,35.4
102,100.0,95.0,85,135.6,25.5
260,91.0,93.0,178,114.1,34.2
205,94.0,97.0,176,144.3,32.7
114,94.0,93.0,83,111.3,35.8
133,89.0,94.0,82,99.5,31.2
295,100.0,91.0,270,125.4,28.5
254,100.0,99.0,245,136.6,25.4
118,99.0,92.0,115,121.9,26.6
203,100.0,90.0,200,129.9,28.8
87,100.0,91.0,87,144.6,22.7
123,98.0,84.0,96,126.4,26.4
245,100.0,92.0,239,135.6,25.7
119,82.0,89.0,71,84.8,32.8
138,83.0,92.0,78,75.1,22.2
146,77.0,98.0,77,88.6,30.5
136,94.0,92.0,100,127.8,37.9
126,97.0,94.0,109,142.0,31.0
101,100.0,77.0,90,130.6,26.0
220,89.0,93.0,123,93.5,29.8
170,91.0,92.0,104,84.5,30.0
104,93.0,95.0,72,117.6,36.2
95,78.0,87.0,51,103.9,36.0
83,94.0,82.0,57,111.8,38.0
218,96.0,90.0,182,135.2,34.8
137,93.0,93.0,106,130.2,36.8
145,91.0,91.0,122,124.8,32.7
159,88.0,83.0,87,84.1,26.1
110,90.0,83.0,79,99.7,36.1
114,95.0,89.0,77,91.0,31.0
154,98.0,91.0,138,136.9,34.6
137,96.0,91.0,118,134.6,34.9
166,94.0,92.0,138,138.6,34.4
184,100.0,95.0,184,148.4,13.6
132,96.0,94.0,123,140.2,34.2
167,96.0,92.0,138,130.7,33.1
138,84.0,90.0,78,98.5,30.6
105,100.0,87.0,100,138.4,24.9
143,92.0,90.0,102,80.0,23.9
229,92.0,94.0,171,92.8,34.7
232,75.0,91.0,113,88.6,28.6
200,86.0,94.0,121,77.4,24.5
180,78.0,90.0,104,90.2,29.2
94,98.0,80.0,84,102.1,25.8
217,99.0,81.0,186,114.2,29.8
62,100.0,89.0,62,130.5,26.9
153,86.0,93.0,92,83.6,28.5
132,88.0,93.0,78,79.1,22.8
208,89.0,94.0,139,92.6,30.4
154,85.0,91.0,91,75.2,20.9
143,87.0,94.0,88,99.9,33.3
174,80.0,95.0,88,79.2,21.0
137,90.0,87.0,87,79.0,24.7
154,81.0,94.0,84,82.3,23.2
144,88.0,91.0,96,82.2,22.8
109,81.0,95.0,61,85.9,25.6
107,79.0,93.0,40,77.0,22.8
118,82.0,89.0,56,83.2,27.1
133,77.0,92.0,70,87.5,24.7
140,88.0,94.0,89,108.3,38.0
132,86.0,92.0,86,87.4,24.7
127,100.0,97.0,118,132.3,28.9
157,75.0,93.0,71,80.9,28.5
41,100.0,60.0,37,114.0,26.3
107,87.0,92.0,66,77.8,25.0
150,91.0,92.0,110,80.8,23.5
122,99.0,89.0,103,105.7,37.5
110,96.0,90.0,84,85.1,28.0
60,92.0,85.0,33,105.3,26.6
87,91.0,91.0,65,87.1,30.4
86,78.0,97.0,39,83.8,23.3
126,94.0,98.0,102,135.0,34.3
100,93.0,97.0,75,120.7,37.0
132,92.0,94.0,99,94.3,29.0
95,100.0,98.0,94,133.0,27.9
112,100.0,88.0,103,133.0,28.3
48,96.0,75.0,38,121.1,27.7
156,83.0,99.0,92,91.4,31.3
72,81.0,94.0,45,117.8,34.4
94,84.0,96.0,62,86.6,23.8
130,82.0,88.0,76,82.3,24.2
117,74.0,92.0,44,91.2,27.6
175,99.0,95.0,154,139.3,33.6
139,86.0,93.0,81,79.6,22.8
112,93.0,95.0,86,97.5,31.2
102,93.0,91.0,81,97.0,32.0
169,91.0,92.0,113,118.8,34.8
151,89.0,95.0,95,101.3,36.4
135,90.0,95.0,108,121.7,36.9
128,98.0,95.0,120,118.6,28.3
146,100.0,93.0,143,144.5,20.1
109,93.0,93.0,83,136.0,36.7
169,81.0,94.0,83,69.8,21.9
143,83.0,89.0,75,80.5,24.4
103,86.0,93.0,52,91.8,27.9
113,80.0,96.0,65,89.2,27.5
107,87.0,93.0,67,110.8,38.1
118,100.0,81.0,113,129.2,28.8
130,95.0,94.0,107,129.3,36.7
149,87.0,91.0,91,100.9,30.6
145,95.0,93.0,116,118.7,38.9
123,90.0,89.0,75,90.7,32.4
198,81.0,94.0,95,93.8,28.4
92,95.0,88.0,72,120.9,35.8
197,94.0,92.0,155,120.2,37.4
145,94.0,91.0,108,103.5,31.2
125,85.0,96.0,75,109.7,31.8
153,90.0,83.0,91,98.5,32.8
137,82.0,90.0,67,75.0,23.4
106,76.0,91.0,55,99.5,29.8
160,86.0,85.0,101,84.7,30.1
130,85.0,95.0,93,127.7,34.8
105,93.0,95.0,70,107.0,34.5
100,90.0,93.0,71,123.8,33.1
115,82.0,92.0,61,78.0,24.9
150,75.0,94.0,71,68.5,21.0
128,82.0,89.0,84,99.7,31.9
122,84.0,85.0,64,75.8,27.7
111,94.0,87.0,92,98.5,30.7
98,91.0,93.0,67,113.3,29.7
146,95.0,95.0,129,93.2,31.0
89,93.0,95.0,69,100.1,28.0
150,89.0,97.0,112,99.4,30.6
205,85.0,94.0,94,100.7,32.8
62,69.0,88.0,21,86.0,26.1
87,93.0,95.0,52,82.5,26.1
102,92.0,84.0,64,93.9,31.7
77,97.0,88.0,44,110.5,31.8
106,100.0,86.0,84,102.9,33.3
75,99.0,84.0,56,110.6,34.3
126,92.0,91.0,89,96.7,29.2
41,100.0,85.0,33,88.2,31.2
79,89.0,82.0,37,89.2,32.5
175,90.0,77.0,94,74.5,23.7
271,93.0,86.0,159,95.9,33.1
113,55.0,94.0,27,69.5,23.7
170,84.0,82.0,85,82.0,30.0
45,91.0,92.0,24,101.3,28.2
133,77.0,89.0,49,68.5,21.0
131,95.0,97.0,112,100.9,40.1
321,100.0,90.0,317,127.8,28.0
148,84.0,95.0,97,75.5,25.6
49,98.0,98.0,40,73.0,27.7
266,78.0,95.0,168,92.0,36.5
167,87.0,92.0,110,75.1,27.1
78,92.0,99.0,55,76.5,26.6
181,90.0,90.0,132,89.4,33.2
104,91.0,94.0,84,102.6,36.0
151,88.0,93.0,106,83.1,34.2
100,77.0,97.0,60,70.3,20.3
147,82.0,91.0,100,88.8,34.7
129,98.0,95.0,113,105.3,37.8
222,67.0,96.0,90,77.4,22.8
177,55.0,95.0,55,84.9,30.5
178,93.0,94.0,112,89.5,33.4
290,65.0,94.0,92,77.4,22.9
88,100.0,93.0,85,119.3,27.0
191,90.0,95.0,132,98.9,30.5
170,84.0,94.0,83,92.8,29.6
92,95.0,89.0,60,94.6,31.8
154,84.0,94.0,97,91.9,26.1
107,85.0,95.0,71,111.0,35.6
117,85.0,88.0,65,64.5,20.2
126,90.0,92.0,83,100.8,34.3
127,69.0,86.0,64,89.3,28.8
163,76.0,95.0,86,87.0,26.1
112,77.0,91.0,64,83.7,30.5
114,75.0,90.0,55,77.3,25.1
101,86.0,96.0,63,93.3,28.2
109,77.0,86.0,44,71.3,20.7
70,77.0,80.0,34,65.0,19.0
107,83.0,88.0,66,67.8,21.0
109,73.0,93.0,54,86.7,27.3
86,77.0,85.0,49,76.1,33.8
187,92.0,90.0,152,125.3,40.7
136,88.0,95.0,92,109.3,31.3
87,78.0,94.0,42,77.8,23.1
188,100.0,91.0,179,120.3,28.0
250,99.0,89.0,232,140.5,23.9
105,100.0,84.0,100,117.0,30.3
127,100.0,95.0,123,132.3,29.9
154,97.0,95.0,132,134.9,33.9
53,100.0,74.0,45,105.3,28.9
103,99.0,96.0,94,134.1,24.4
177,93.0,91.0,135,122.5,33.2
107,87.0,97.0,75,104.0,33.0
166,92.0,93.0,123,115.2,31.4
49,71.0,85.0,23,75.4,21.4
103,95.0,92.0,79,126.8,36.8
138,95.0,94.0,110,105.1,33.0
68,96.0,94.0,53,96.7,29.6
126,91.0,94.0,97,122.1,34.9
60,97.0,94.0,41,91.3,24.8
111,90.0,96.0,70,105.1,29.8
88,97.0,92.0,67,108.0,30.6
69,84.0,95.0,41,93.5,27.4
57,93.0,93.0,37,93.7,26.7
98,96.0,95.0,79,94.6,27.0
134,87.0,89.0,90,97.0,34.7
75,93.0,87.0,53,108.6,42.0
115,91.0,81.0,69,87.7,32.5
121,91.0,93.0,86,108.1,31.3
141,88.0,93.0,96,108.4,35.7
106,90.0,93.0,72,101.9,35.1
42,100.0,72.0,33,110.2,28.7
122,100.0,95.0,118,114.6,26.4
138,99.0,88.0,125,124.9,27.9
97,82.0,96.0,53,103.3,30.4
49,94.0,97.0,43,102.2,29.8
42,98.0,98.0,32,100.5,28.2
32,94.0,100.0,26,101.3,25.1
35,100.0,96.0,29,99.4,28.1
76,100.0,94.0,67,98.6,27.0
40,85.0,96.0,28,96.5,26.6
40,100.0,88.0,33,103.9,28.3
119,92.0,94.0,94,115.3,37.0
34,85.0,87.0,22,93.2,25.1
51,92.0,95.0,35,93.0,27.4
43,93.0,100.0,31,92.2,30.1
35,91.0,88.0,28,99.5,28.8
79,95.0,92.0,55,96.6,32.6
67,79.0,95.0,42,95.5,30.1
124,94.0,88.0,93,102.1,31.6
196,93.0,95.0,158,104.6,28.2
78,92.0,99.0,62,99.9,30.8
137,96.0,89.0,114,109.5,31.8
135,93.0,89.0,107,98.0,32.5
77,78.0,92.0,46,93.3,29.6
129,95.0,94.0,108,118.5,36.6
247,99.0,90.0,218,127.1,27.1
80,99.0,84.0,69,126.0,27.6
39,97.0,81.0,32,108.3,26.5
159,92.0,92.0,118,102.2,30.4
149,85.0,98.0,97,111.1,31.8
81,93.0,96.0,66,97.7,28.9
113,95.0,91.0,98,94.5,28.9
58,83.0,91.0,32,85.5,27.1
122,88.0,94.0,82,107.0,30.4
53,96.0,88.0,40,112.0,30.9
72,93.0,95.0,51,102.5,30.2
34,100.0,86.0,28,107.8,26.6
75,96.0,89.0,54,92.4,28.6
73,85.0,83.0,44,93.8,33.2
38,100.0,94.0,32,106.9,28.8
143,92.0,96.0,106,112.0,32.3
172,96.0,81.0,141,125.9,37.9
103,88.0,89.0,71,103.7,36.1
230,93.0,97.0,174,110.0,32.1
110,91.0,79.0,76,95.0,34.6
74,93.0,93.0,57,99.8,30.5
70,93.0,92.0,49,107.1,33.3
80,98.0,89.0,56,102.1,31.7
43,91.0,91.0,35,98.7,27.8
46,100.0,97.0,44,106.0,32.5
161,96.0,93.0,133,113.7,31.2
155,97.0,86.0,143,110.9,27.9
65,95.0,93.0,52,107.3,26.7
37,100.0,82.0,33,105.8,25.3
95,93.0,86.0,75,99.4,31.9
45,84.0,88.0,30,89.4,27.5
178,88.0,91.0,134,116.6,35.2
105,99.0,95.0,83,91.6,27.4
164,95.0,94.0,131,99.2,30.5
87,85.0,88.0,61,98.7,26.6
155,86.0,91.0,109,101.1,32.6
58,88.0,90.0,43,91.7,29.1
94,99.0,93.0,85,114.6,34.6
53,94.0,75.0,44,101.9,26.8
37,95.0,91.0,29,100.4,30.7
31,97.0,97.0,20,91.4,27.9
106,90.0,90.0,72,100.5,30.9
57,98.0,99.0,49,103.0,32.6
40,98.0,96.0,31,94.7,28.1
81,90.0,94.0,54,99.0,31.0
83,90.0,90.0,62,104.5,31.6
170,97.0,97.0,152,115.4,31.9
107,95.0,90.0,81,113.3,33.2
54,80.0,78.0,35,107.6,26.3
98,92.0,85.0,77,108.7,33.3
127,87.0,96.0,93,106.3,29.1
55,98.0,89.0,47,91.8,27.5
67,96.0,88.0,52,91.0,21.7
110,90.0,85.0,90,113.8,31.9
92,93.0,87.0,62,120.3,27.0
83,87.0,91.0,61,92.3,31.8
108,88.0,91.0,76,93.2,28.6
170,94.0,93.0,138,106.7,31.9
128,81.0,97.0,80,93.8,31.1
113,80.0,96.0,75,79.9,26.9
150,95.0,95.0,119,117.6,34.3
119,89.0,93.0,98,101.5,35.4
32,84.0,100.0,23,104.7,31.9
104,83.0,93.0,72,110.1,33.3
152,84.0,93.0,97,92.1,31.4
98,97.0,91.0,83,112.5,26.7
97,92.0,90.0,79,106.3,26.1
159,83.0,93.0,97,94.5,30.6
140,91.0,89.0,107,105.5,36.3
151,94.0,95.0,124,108.3,30.8
90,73.0,94.0,51,76.8,24.8
186,87.0,96.0,125,110.8,33.1
143,91.0,87.0,98,93.3,33.1
127,82.0,95.0,75,90.5,31.6
101,88.0,97.0,78,96.7,29.3
90,84.0,94.0,68,99.7,33.4
126,94.0,99.0,98,110.5,32.0
64,67.0,86.0,33,92.0,28.4
111,98.0,94.0,95,111.1,35.1
169,93.0,95.0,135,106.1,31.8
110,82.0,95.0,73,97.7,32.0
130,82.0,94.0,87,102.2,28.6
77,82.0,79.0,43,104.0,39.2
137,77.0,93.0,79,93.4,29.3
63,84.0,93.0,44,99.4,28.0
165,92.0,98.0,114,109.6,31.2
64,100.0,87.0,60,120.9,27.2
39,95.0,81.0,29,113.4,28.3
63,97.0,88.0,53,117.9,27.3
128,89.0,99.0,89,98.1,26.5
88,94.0,90.0,57,78.4,23.1
124,83.0,87.0,79,89.0,35.4
45,91.0,89.0,37,109.3,37.4
108,94.0,93.0,78,101.2,28.3
88,94.0,92.0,74,96.8,29.0
130,88.0,99.0,90,120.1,34.0
76,82.0,92.0,47,101.2,33.7
89,91.0,96.0,63,92.0,32.1
56,91.0,94.0,45,105.2,32.4
197,99.0,92.0,185,123.8,32.5
108,94.0,97.0,92,117.3,31.9
87,93.0,94.0,78,106.6,32.3
65,94.0,81.0,47,108.5,33.2
87,100.0,93.0,79,104.6,29.4
133,90.0,88.0,105,118.6,31.1
115,97.0,86.0,97,106.4,31.2
61,98.0,96.0,48,102.6,28.5
186,97.0,93.0,154,110.4,30.2
83,100.0,88.0,77,116.4,27.9
32,100.0,80.0,29,112.6,23.3
59,97.0,88.0,56,104.4,27.0
60,77.0,83.0,37,107.6,28.7
68,78.0,90.0,44,98.2,32.1
94,94.0,91.0,84,103.4,30.2
64,95.0,91.0,53,101.6,27.4
136,100.0,88.0,129,113.7,27.9
202,98.0,93.0,177,123.8,33.6
38,95.0,88.0,34,131.2,35.6
112,97.0,91.0,104,105.5,29.4
138,91.0,94.0,97,99.2,29.3
99,85.0,97.0,58,108.5,31.2
40,85.0,92.0,30,105.9,31.4
123,94.0,88.0,99,103.8,31.9
118,70.0,85.0,64,72.9,22.5
71,83.0,84.0,50,81.6,29.3
192,90.0,92.0,130,95.9,29.4
173,87.0,93.0,126,103.7,31.4
168,86.0,89.0,115,103.7,36.7
173,99.0,85.0,160,113.3,29.7
292,97.0,81.0,237,111.2,28.8
101,87.0,99.0,78,113.2,31.4
123,87.0,87.0,89,107.3,30.5
139,100.0,94.0,139,126.9,27.5
105,100.0,86.0,99,132.4,26.7
83,99.0,90.0,79,133.0,28.2
35,100.0,85.0,31,115.0,28.6
66,79.0,86.0,46,97.5,42.5
141,85.0,89.0,91,110.8,42.1
159,97.0,92.0,140,132.4,37.0
128,90.0,84.0,105,115.1,40.9
241,79.0,87.0,139,108.2,36.2
159,91.0,93.0,117,111.6,41.9
134,90.0,94.0,91,104.7,31.4
83,92.0,95.0,67,117.4,34.3
151,79.0,95.0,93,111.7,34.4
188,94.0,92.0,153,117.4,35.5
220,100.0,90.0,220,143.6,20.1
155,95.0,93.0,117,118.8,33.4
109,96.0,97.0,86,131.0,34.4
158,92.0,92.0,122,118.2,33.9
164,84.0,92.0,102,109.2,34.9
168,88.0,96.0,119,116.7,33.2
186,84.0,95.0,130,111.8,32.8
86,90.0,90.0,47,94.8,28.2
108,100.0,78.0,99,119.4,28.7
90,87.0,88.0,59,84.1,28.6
122,89.0,96.0,91,108.0,30.3
35,91.0,86.0,24,93.5,27.5
105,80.0,89.0,64,87.9,29.1
66,82.0,91.0,39,98.6,30.7
